"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"TN Tree Preservation","1","google_my_business","2025-06-12","google_my_business","1","1","38","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","8","google_my_business","2025-06-12","google_my_business","2","5","19","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","3","google_my_business","2025-06-12","google_my_business","0","6","10","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-06-13","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-06-13","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-06-13","google_my_business","0","0","13","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2025-06-13","google_my_business","1","0","20","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","3","google_my_business","2025-06-13","google_my_business","1","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-06-13","google_my_business","1","1","16","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-06-13","google_my_business","1","3","23","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-06-13","google_my_business","1","0","26","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-06-13","google_my_business","0","2","6","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-06-14","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-06-14","google_my_business","0","0","6","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-06-14","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-06-14","google_my_business","0","0","10","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-06-14","google_my_business","1","0","16","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-06-14","google_my_business","0","0","21","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-06-14","google_my_business","0","0","9","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-06-14","google_my_business","2","0","22","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-06-14","google_my_business","0","2","1","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-06-15","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-06-15","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-06-15","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-06-15","google_my_business","0","0","1","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-06-15","google_my_business","0","0","18","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-06-15","google_my_business","0","5","11","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-06-15","google_my_business","0","1","28","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","4","google_my_business","2025-06-15","google_my_business","0","2","16","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-06-15","google_my_business","0","0","4","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-06-16","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-06-16","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","2","google_my_business","2025-06-16","google_my_business","0","0","19","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","4","google_my_business","2025-06-16","google_my_business","1","0","15","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","3","google_my_business","2025-06-16","google_my_business","2","0","13","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-06-16","google_my_business","0","0","21","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"TN Tree Preservation","3","google_my_business","2025-06-16","google_my_business","1","3","26","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-06-16","google_my_business","2","1","27","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-06-16","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-06-17","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-06-17","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-06-17","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-06-17","google_my_business","0","0","14","locations/13211920191313033996","accounts/108594679417284806431","","","",""
